dependent,specification,variable,1,5,20
hy_spread,full_all_crypto_predictors,btc_eth_funding_rate_avg,-1.9823075630380158,-1.9025135823754313,0.4951665180940074
hy_spread,full_all_crypto_predictors,btc_eth_open_interest_daily_log_chg,-0.9817981477335868,-1.2029382885700601,-2.3611389224894457
hy_spread,full_all_crypto_predictors,stablecoin_exchange_netflow_scaled,0.23969852334230346,-0.9352054181469983,-1.6927156115787898
hy_spread,full_all_crypto_predictors,stablecoin_exchange_reserve_daily_log_chg,-0.26488396664722075,1.0696856206845076,1.604153792054979
hy_spread,full_all_crypto_predictors,stablecoin_supply_daily_log_chg,1.7702414838263274,1.3390319178491272,-1.3888949839390283
hy_spread,full_all_crypto_predictors,tradingVol_btc+eth_daily_log_chg,0.7887191212653423,-0.04915306099253708,-0.2514122030428538
hy_spread,group_crypto_market,btc_eth_funding_rate_avg,-1.7166371543165082,-1.7087467303434585,0.3525393578627675
hy_spread,group_crypto_market,btc_eth_open_interest_daily_log_chg,-1.048413480994928,-1.1163968730782965,-2.4219014816859072
hy_spread,group_crypto_market,stablecoin_exchange_netflow_scaled,0.2913084993888205,-0.8367279974025073,-1.697142403774703
hy_spread,group_crypto_market,stablecoin_exchange_reserve_daily_log_chg,-0.22747403099551655,1.0592654722778398,1.5824001172652964
hy_spread,group_crypto_market,tradingVol_btc+eth_daily_log_chg,0.539453833045689,-0.38332902245231804,-0.025403281131412294
hy_spread,group_stablecoin_mcaps,stablecoin_supply_daily_log_chg,1.324275766821342,1.0689221622478853,-0.8480116343866262
hy_spread,standalone_btc_eth_funding_rate_avg,btc_eth_funding_rate_avg,-1.770222937161057,-1.6392320977201378,0.21981956823724613
hy_spread,standalone_btc_eth_open_interest_daily_log_chg,btc_eth_open_interest_daily_log_chg,-1.70407885592952,-1.2981890887729854,-2.6170356071721317
hy_spread,standalone_stablecoin_exchange_netflow_scaled,stablecoin_exchange_netflow_scaled,0.5118810060709034,1.012298809623833,0.3107614410556962
hy_spread,standalone_stablecoin_exchange_reserve_daily_log_chg,stablecoin_exchange_reserve_daily_log_chg,0.5029836660184182,1.1179238021271496,0.5064497303070942
hy_spread,standalone_stablecoin_supply_daily_log_chg,stablecoin_supply_daily_log_chg,1.324275766821342,1.0689221622478853,-0.8480116343866262
hy_spread,standalone_tradingVol_btc+eth_daily_log_chg,tradingVol_btc+eth_daily_log_chg,0.6632485934744085,-0.16401687190275774,0.37412924914427537
ig_spread,full_all_crypto_predictors,btc_eth_funding_rate_avg,-2.439482089136465,-1.6485856130053156,0.2817340369252701
ig_spread,full_all_crypto_predictors,btc_eth_open_interest_daily_log_chg,-0.5277310090195307,-1.2659717717589891,-1.8100404899505158
ig_spread,full_all_crypto_predictors,stablecoin_exchange_netflow_scaled,0.6191214204837573,-0.4604397227438403,-1.955289256701788
ig_spread,full_all_crypto_predictors,stablecoin_exchange_reserve_daily_log_chg,-0.5394426175274264,0.6632420466981873,1.863037347654336
ig_spread,full_all_crypto_predictors,stablecoin_supply_daily_log_chg,1.5129142112298952,1.0441282747116303,-1.4699860213883227
ig_spread,full_all_crypto_predictors,tradingVol_btc+eth_daily_log_chg,1.091277787811536,-0.023742369938448214,-0.3469790953902538
ig_spread,group_crypto_market,btc_eth_funding_rate_avg,-2.1557042454149173,-1.5727621635002056,0.09580995191236502
ig_spread,group_crypto_market,btc_eth_open_interest_daily_log_chg,-0.5188852865842297,-1.1914332099648741,-1.8732579979220911
ig_spread,group_crypto_market,stablecoin_exchange_netflow_scaled,0.6265449034655807,-0.36623904767269955,-1.9487910473670154
ig_spread,group_crypto_market,stablecoin_exchange_reserve_daily_log_chg,-0.4737869877297733,0.6482225089163258,1.8320253659910462
ig_spread,group_crypto_market,tradingVol_btc+eth_daily_log_chg,0.6774711201265129,-0.4129665361886101,-0.025421945279790425
ig_spread,group_stablecoin_mcaps,stablecoin_supply_daily_log_chg,1.2781044210838197,0.8228807573498129,-0.9168036344482468
ig_spread,standalone_btc_eth_funding_rate_avg,btc_eth_funding_rate_avg,-2.096536825790364,-1.506689841721801,-0.05478421101694139
ig_spread,standalone_btc_eth_open_interest_daily_log_chg,btc_eth_open_interest_daily_log_chg,-1.2395236465751265,-1.3162869191502344,-2.134497435753632
ig_spread,standalone_stablecoin_exchange_netflow_scaled,stablecoin_exchange_netflow_scaled,1.1798935907653736,0.9879949483763563,0.4166491719685371
ig_spread,standalone_stablecoin_exchange_reserve_daily_log_chg,stablecoin_exchange_reserve_daily_log_chg,1.1935417533385424,1.0667902929065247,0.6297225799792753
ig_spread,standalone_stablecoin_supply_daily_log_chg,stablecoin_supply_daily_log_chg,1.2781044210838197,0.8228807573498129,-0.9168036344482468
ig_spread,standalone_tradingVol_btc+eth_daily_log_chg,tradingVol_btc+eth_daily_log_chg,0.7019320118730448,-0.10807374065791023,0.407372325403891
sp500,full_all_crypto_predictors,btc_eth_funding_rate_avg,1.4748083824533986,1.7799815748929109,-0.587648496251799
sp500,full_all_crypto_predictors,btc_eth_open_interest_daily_log_chg,-0.8097049370098739,-0.6573750048090532,0.5632225000297622
sp500,full_all_crypto_predictors,stablecoin_exchange_netflow_scaled,-0.5233368532612295,2.42866978417239,1.6737194129691884
sp500,full_all_crypto_predictors,stablecoin_exchange_reserve_daily_log_chg,0.45798133938556773,-2.431113957235688,-1.618788676782236
sp500,full_all_crypto_predictors,stablecoin_supply_daily_log_chg,-1.4916723769886429,-0.9470392165881122,2.863893976454112
sp500,full_all_crypto_predictors,tradingVol_btc+eth_daily_log_chg,-0.07987434776729377,0.7321454825763212,0.47034666867773134
sp500,group_crypto_market,btc_eth_funding_rate_avg,1.339063733638745,1.62692896660282,-0.35709007000841014
sp500,group_crypto_market,btc_eth_open_interest_daily_log_chg,-0.8400085080710022,-0.6390472319519669,0.5360456569899607
sp500,group_crypto_market,stablecoin_exchange_netflow_scaled,-0.5663653007160276,2.4136797603067808,1.6424836542265344
sp500,group_crypto_market,stablecoin_exchange_reserve_daily_log_chg,0.4369183515492398,-2.436176564023603,-1.5635963593227487
sp500,group_crypto_market,tradingVol_btc+eth_daily_log_chg,0.06248939844671271,0.8437994779059282,0.10948558641865738
sp500,group_stablecoin_mcaps,stablecoin_supply_daily_log_chg,-1.2358649583661614,-0.791388100271726,2.2682530708976776
sp500,standalone_btc_eth_funding_rate_avg,btc_eth_funding_rate_avg,1.2730236192780473,1.5801543425905762,-0.3350226661548497
