Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
01/21/1972,1.0787537275985,1.37172703635851,1.18192524967141,-1.72328162354633,-0.689348857963815,-0.868623725699533
01/28/1972,0.97809180510276,1.16623702619625,1.08918707048778,-1.77667102976985,-0.701530268527721,-0.85545583598023
02/04/1972,0.875407481853788,0.976665927126534,0.993811929845047,-1.82975092562136,-0.708402091486973,-0.84161831400729
02/11/1972,0.775843962339668,0.816713383290494,0.900741235703773,-1.88169513098007,-0.709795081066903,-0.827062250115026
02/18/1972,0.683132552740432,0.692837040455202,0.81360276201443,-1.93178537073462,-0.705645572660844,-0.811755934299397
02/25/1972,0.600276496698761,0.60686188372895,0.735350024957452,-1.97943610259165,-0.695961680954665,-0.795685444181713
03/03/1972,0.528705918673733,0.555720555539276,0.667421170679559,-2.0241778657608,-0.680864459729002,-0.778856654697435
03/10/1972,0.468472981763505,0.53407924050057,0.609876954745568,-2.06567674227643,-0.660540788502654,-0.7612941196557
03/17/1972,0.417456810747511,0.533083764196982,0.560613030167254,-2.10369838052643,-0.635251800219882,-0.743041442039728
03/24/1972,0.372558238343517,0.54120470385646,0.516539548019476,-2.13810822321401,-0.605348004740902,-0.72416130263931
03/31/1972,0.329680424248918,0.544319040674296,0.473641204451436,-2.16892171734569,-0.571281602137642,-0.704730872682289
04/07/1972,0.285667294940092,0.529421062237099,0.428779596766169,-2.19624756309184,-0.533532892218931,-0.684832867343506
04/14/1972,0.239824831794338,0.489672075710489,0.381286904976783,-2.22032816978878,-0.492656724892663,-0.664571298445927
04/21/1972,0.19145782841575,0.420484088932066,0.330506673491794,-2.24152156465773,-0.449229115185763,-0.644037617362768
04/28/1972,0.143549311527578,0.329911491439029,0.279397823054727,-2.26028354879885,-0.403818592236694,-0.623321771380256
05/05/1972,0.0987947856408772,0.228374962962406,0.230899709268506,-2.27724389527465,-0.356921043019048,-0.602507805530289
05/12/1972,0.0615287689014793,0.132091503594007,0.189148846096199,-2.29293885305274,-0.309099249564896,-0.581671179735802
05/19/1972,0.0356482940303893,0.0569775005892584,0.158598955745291,-2.30815702345995,-0.260769637628829,-0.560878664632488
05/26/1972,0.0254097610332387,0.0183867800562558,0.143682772009989,-2.3235808572081,-0.212314710378384,-0.540190478152834
06/02/1972,0.0328187856821435,0.0244383457753593,0.146804516794564,-2.33992088766104,-0.164103176410667,-0.519660924925387
06/09/1972,0.0584328686601437,0.0785423712508058,0.168737627097943,-2.35776554185998,-0.116358725683152,-0.499340139606195
06/16/1972,0.0995283065878495,0.174542759249651,0.207020552327292,-2.37762317462188,-0.0693028648404838,-0.479276376983213
06/23/1972,0.151574676232088,0.300430777279701,0.257344802191388,-2.39990907943321,-0.0231165221330298,-0.459516371316326
06/30/1972,0.207464242484634,0.437805710871016,0.312770769857795,-2.42491182202535,0.0220939279594961,-0.4401057759618
07/07/1972,0.259306282300973,0.565500133903844,0.365527636546785,-2.45278985595966,0.0662559052810249,-0.421091249241574
07/14/1972,0.300320642153184,0.664469833686617,0.408875832904841,-2.48356923030226,0.10931087227396,-0.402521025054743
07/21/1972,0.324709278108951,0.718282665238908,0.436962233697328,-2.51712626400271,0.151253978054991,-0.384433260257882
07/28/1972,0.328061460497794,0.715309776585588,0.445203316717283,-2.55318857537875,0.192136154204903,-0.366864423460207
08/04/1972,0.309687429443707,0.65165050049444,0.432774372171679,-2.59132216497164,0.232024064381203,-0.349842888553373
08/11/1972,0.271087612881099,0.532283417898041,0.400492301851607,-2.6308733557615,0.27103801405258,-0.333385437548159
08/18/1972,0.216597583536777,0.369928304524322,0.352735073896906,-2.67120421606407,0.309311752234178,-0.317496424039962
08/25/1972,0.15169637076688,0.183450491814565,0.294503989889117,-2.71147317302047,0.346973968795915,-0.302165989131835
09/01/1972,0.0833460603249065,-0.00379954507756735,0.232453977054631,-2.75083293167337,0.384143720113919,-0.287367403258472
09/08/1972,0.0186876816127549,-0.167867970149663,0.173257528166988,-2.78842229276372,0.421071671448808,-0.273056987727216
09/15/1972,-0.037602073999554,-0.292856707597797,0.121365642413315,-2.82348364249003,0.457840409288187,-0.259172241242658
09/22/1972,-0.0826952390451879,-0.371235069948612,0.0793451190423863,-2.85542820167294,0.494734265806004,-0.245630766810189
09/29/1972,-0.115944552062254,-0.404390184611216,0.0477428512564873,-2.88387159817229,0.532035635759121,-0.232334272971033
10/06/1972,-0.139176627159727,-0.40225549446849,0.0248395041692044,-2.90866572626215,0.569998286265587,-0.219176198557986
10/13/1972,-0.156045588257413,-0.378868291494871,0.00712784447287747,-2.92991075382049,0.609067073839518,-0.206024114213499
10/20/1972,-0.169120773393841,-0.3472194859309,-0.00766411793892945,-2.94790973025823,0.649576090940978,-0.192759040949834
10/27/1972,-0.182039342023234,-0.31999751258506,-0.0228808778385413,-2.96313397386216,0.691969765338124,-0.17926031957435
11/03/1972,-0.197074394701431,-0.306931611474131,-0.0403949300602822,-2.97608163383182,0.736673183026248,-0.165411995010889
11/10/1972,-0.214784544870809,-0.313296284976651,-0.0605789208110136,-2.98744253445161,0.784119512820102,-0.151106584883693
11/17/1972,-0.23476456076026,-0.343684389393841,-0.0824825940839283,-2.99770097140308,0.834695693216441,-0.13624588467021
11/24/1972,-0.255658234889858,-0.398184789726016,-0.104497485754599,-3.00734670829498,0.888666451959271,-0.120739338386241
12/01/1972,-0.273120903827401,-0.469812683717486,-0.122164673997272,-3.01674559133129,0.946367532376308,-0.104504641659752
12/08/1972,-0.282847656678176,-0.548332206748641,-0.131116597715916,-3.02616701788359,1.00793312538399,-0.087466282273012
12/15/1972,-0.279935597765287,-0.619892528370453,-0.12651250560071,-3.03577915539987,1.07339253036757,-0.0695539278353506
12/22/1972,-0.258051226407988,-0.666420762033934,-0.102275791484048,-3.04566913181609,1.1427285070524,-0.0507026989457663
12/29/1972,-0.212340331460922,-0.671920585784447,-0.0537932886857226,-3.05585301522527,1.21571948307021,-0.0308545524297663
01/05/1973,-0.139468941936141,-0.624083358263114,0.0220044810192628,-3.06630097683709,1.29204496511896,-0.00995047399678562
01/12/1973,-0.0375238490220471,-0.514743941667586,0.126704413386591,-3.07693623641928,1.37130114101056,0.0120611438699519
01/19/1973,0.0915507360832827,-0.343829033844015,0.258176509766095,-3.08763583898118,1.45288307464047,0.0352197084947523
01/26/1973,0.24334823441192,-0.118023595337186,0.41179844920811,-3.09825404945733,1.53618161206299,0.0595588714056352
02/02/1973,0.411335793563731,0.148132695813334,0.580958254103434,-3.10846329072406,1.62045883205728,0.0850978888501036
02/09/1973,0.585604068421153,0.432076510303548,0.755664607330765,-3.11817481699378,1.70497905267481,0.111833246263288
02/16/1973,0.754869991707096,0.705593381366395,0.924914461861324,-3.12681948491411,1.78883365302953,0.139735483066978
02/23/1973,0.909596957699261,0.943730833803375,1.07916201309526,-3.13408895084564,1.87143333258687,0.168743689064469
03/02/1973,1.04069347691457,1.12439145732741,1.20953519618216,-3.13956807874397,1.95201536401078,0.198759230077499
03/09/1973,1.1428826240366,1.2367257378132,1.31076632797844,-3.14292138946129,2.03011615964904,0.229645075103343
03/16/1973,1.21351926891773,1.28013218433587,1.38030073750493,-3.1438679289126,2.10521125855954,0.261221511060207
03/23/1973,1.25557107354802,1.26780558431857,1.42104591090561,-3.14218860289674,2.17692909620245,0.293266410977744
03/30/1973,1.27272391130135,1.21722896098365,1.4367686851585,-3.13771845612048,2.24481476358876,0.325523786886475
04/06/1973,1.26943282242633,1.14563335566834,1.43201630803566,-3.13034725322043,2.308541886868,0.357727841040457
04/13/1973,1.25276496965242,1.07182668453621,1.41396659778099,-3.11993861887653,2.36769889858294,0.389561153912845
04/20/1973,1.22777224870791,1.00464880945276,1.38786953891232,-3.106334337351,2.42190418611444,0.420760889195417
04/27/1973,1.19978186683698,0.94807979561241,1.35912014777821,-3.08931837195476,2.47094031658715,0.451077085411472
05/04/1973,1.1719187011235,0.898553175583071,1.33100592942597,-3.06834116390925,2.5144573755357,0.480296209016194
05/11/1973,1.14761090278886,0.852411781920148,1.30702258522134,-3.04315723554884,2.55229308264959,0.508249586817808
05/18/1973,1.12898606355035,0.804137358071072,1.28933855903669,-3.01277482305711,2.58437554664402,0.534812928309486
05/25/1973,1.11838006315047,0.753524875149951,1.280216578401,-2.97652146079173,2.61079338990642,0.559901805246505
06/01/1973,1.11858666578598,0.705811889441562,1.28229753328275,-2.93358410072705,2.63178768505971,0.583470539832916
06/08/1973,1.1328338117226,0.670651490363945,1.29857802562177,-2.8832623428431,2.64774090136674,0.605505834420836
06/15/1973,1.16315479385974,0.658263168048194,1.33074616743777,-2.82497477480068,2.65925618548477,0.626021304791683
06/22/1973,1.21191890882402,0.677897472927957,1.38085510415423,-2.75831120650831,2.66691517984652,0.645054250034786
06/29/1973,1.28101016344669,0.736321608008712,1.4503286005583,-2.68303880098963,2.67147521558513,0.662656420231485
07/06/1973,1.36957777423096,0.832780825866736,1.53807206907008,-2.59908446621203,2.67351875772807,0.678888985288453
07/13/1973,1.47632718930051,0.96588151077385,1.64230349134862,-2.50661881786579,2.6739508112504,0.693824676820013
07/20/1973,1.59664251743788,1.12746689722815,1.75855617956711,-2.40604716342759,2.67302296527821,0.707547157433789
07/27/1973,1.72636438733213,1.31185695068578,1.88243363582001,-2.29796975384882,2.6714781027358,0.720141319990049
08/03/1973,1.85837384413385,1.50749861149144,2.00699601810626,-2.1829526023564,2.66956146833796,0.731700633249736
08/10/1973,1.98723981790467,1.7022881357857,2.12718187957566,-2.06240975631485,2.66767291858482,0.742322684301304
08/17/1973,2.10747534402999,1.882580260051,2.23759758525008,-1.93699351001687,2.66605047896413,0.752107105413317
08/24/1973,2.21399306169553,2.0361535660425,2.33367749505665,-1.80833495780977,2.66501608203526,0.761154612198234
08/31/1973,2.3016096579215,2.15092674811552,2.41067421650276,-1.67809751594609,2.66488035173921,0.769565299365958
09/07/1973,2.36564327281283,2.21831841518044,2.46434232102675,-1.5482345299722,2.66593998932092,0.777436217957777
09/14/1973,2.40372661821709,2.23629545961793,2.4927187184255,-1.42096300857334,2.66852682738932,0.78486008073805
09/21/1973,2.41654181724181,2.20557270973056,2.4966564355455,-1.29853896410682,2.67291377388704,0.791921957206648
09/28/1973,2.40568702117609,2.12683861021633,2.47791628876397,-1.18326113219822,2.67927111222129,0.798696353215359
10/05/1973,2.37344934131179,1.99959850674573,2.43889031248399,-1.07716417250107,2.68768529866463,0.80524687900941
10/12/1973,2.32809995002877,1.8369778645809,2.38758787923488,-0.982183583647751,2.69815285135638,0.811625489437724
10/19/1973,2.27519400383052,1.65333530594627,2.32957832993018,-0.899557656179551,2.71040955463953,0.817864121949776
10/26/1973,2.2237614848473,1.48023391698678,2.27350901136428,-0.829968313141871,2.72436891329918,0.823979090034596
11/02/1973,2.17941389377396,1.34990627871513,2.22507409555551,-0.773454167084061,2.73952627742337,0.829968510773792
11/09/1973,2.14600312145826,1.29283240093252,2.18788038826808,-0.72966676723244,2.75552729508061,0.835809143491914
11/16/1973,2.12374731205361,1.32356627619013,2.16249128047363,-0.69733341152657,2.77180950156837,0.841457728199933
11/23/1973,2.10620540793927,1.42715253133526,2.1426454853143,-0.6754065644885,2.78802775296134,0.846850632598015
11/30/1973,2.08448767036267,1.56692968779639,2.11978423332741,-0.662561934265657,2.80376442374124,0.851903583193623
12/07/1973,2.0465154096814,1.69178731991708,2.08206807247523,-0.657553108073305,2.81883294267634,0.856513043676269
12/14/1973,1.98341927565716,1.75476045524128,2.02072560971374,-0.659246405305507,2.83311830986545,0.860556085993529
12/21/1973,1.88862112918025,1.72660032611048,1.92914369979692,-0.66668417653874,2.84665970012484,0.863891935042518
12/28/1973,1.76047115013118,1.60191900225369,1.80540101505306,-0.679059981706966,2.85968434095769,0.866368796912424
01/04/1974,1.59997118740401,1.39315992026747,1.65026875596679,-0.69557643396413,2.87233460132274,0.867826428115731
01/11/1974,1.41780427882482,1.13241217447329,1.4738255113548,-0.715670247511261,2.88507352451327,0.868090987226386
01/18/1974,1.22306747506727,0.845127331689653,1.28492066701925,-0.738498628738621,2.89811458025676,0.867007108746739
01/25/1974,1.02780942761636,0.553966229884297,1.09539185122133,-0.763221794644381,2.91174375542839,0.864426106315544
02/01/1974,0.844988539120226,0.277705302758588,0.918125506049292,-0.788649620208044,2.92610463705208,0.860216596856496
02/08/1974,0.685741119605714,0.0322246588326179,0.764217116208817,-0.813584609057618,2.94133992027702,0.85427502865186
02/15/1974,0.559939467392497,-0.165828334592713,0.643897008834164,-0.836403380592322,2.95736588346459,0.846529516478318
02/22/1974,0.476065836073152,-0.298920431958892,0.565600457114624,-0.855717368668283,2.97421377269608,0.836943690872221
03/01/1974,0.439559308362541,-0.356024613987471,0.534779143239617,-0.870061057784331,2.99173694472542,0.825522559682517
03/08/1974,0.453946617805701,-0.334694312767534,0.554829193255564,-0.878219169011665,3.00979054973267,0.812312974776197
03/15/1974,0.521478955700656,-0.242011366321135,0.627679852580979,-0.879204606680121,3.02817918245452,0.797406768752597
03/22/1974,0.641287063643018,-0.0942012237007278,0.752085246850166,-0.872355216238909,3.04667861638574,0.780942266696108
03/29/1974,0.810635582317871,0.093254729958373,0.924858824541618,-0.857336762273202,3.06502804303854,0.763096708416555
04/05/1974,1.02546772849247,0.311379335115005,1.14163494622691,-0.834098547570336,3.08297708860341,0.744068409664261
04/12/1974,1.28147872868489,0.560712315076983,1.39780544959823,-0.803008510691982,3.10020925536813,0.724110097065545
04/19/1974,1.57225157005344,0.842685369263592,1.68710057056611,-0.764578841495858,3.11646910262439,0.703452734311604
04/26/1974,1.89199551134059,1.16053990129689,2.00404943926669,-0.719510186976342,3.13151535267434,0.682332413630707
05/03/1974,2.23336295111209,1.51039192435829,2.34172613344904,-0.668291992478001,3.14515480223825,0.660976704115618
05/10/1974,2.59084149463657,1.88892864223413,2.69558603365923,-0.611953709578249,3.15719544467005,0.639597699590324
05/17/1974,2.95691767301307,2.28929184103684,3.05849035971353,-0.550749081099517,3.16749387501505,0.618390005766324
05/24/1974,3.32228148886379,2.70605890316079,3.42174007521928,-0.485428244561086,3.17594245309135,0.597533304983862
05/31/1974,3.68000775477498,3.14142721183708,3.77875800669324,-0.416649498614572,3.18232639392982,0.577191205160956
06/07/1974,4.02174023512838,3.59162654190144,4.12113565855573,-0.345202998142804,3.18660849200677,0.557513190064908
06/14/1974,4.33735738768396,4.04070749153777,4.43858881908015,-0.271934863126756,3.1884871953349,0.538637165579853
06/21/1974,4.6179171812257,4.46280854246035,4.72166682369793,-0.197806273902069,3.18776227414931,0.520687459177974
06/28/1974,4.85220552399587,4.81953825069061,4.95853423602052,-0.123761636412063,3.18398946663086,0.503773985769123
07/05/1974,5.02981470795617,5.07294666564236,5.13809186932137,-0.0505885145495206,3.17675394606595,0.487998436410995
07/12/1974,5.14514131104741,5.19959378939706,5.25383889992515,0.0207280503099794,3.16545553346705,0.473446703776513
07/19/1974,5.19686531849484,5.19703072547717,5.30385747767157,0.0897856471140022,3.14948974736917,0.460169720490355
07/26/1974,5.18996007142785,5.08719080403797,5.29266321781075,0.156360625547247,3.1282500180007,0.448199304300815
08/02/1974,5.13420126924161,4.90610668912228,5.2297922388048,0.220671531406716,3.10131864778478,0.437531693926633
08/09/1974,5.03802764784886,4.69041956705124,5.1237589364344,0.282808393178754,3.06820368460364,0.428117988802229
08/16/1974,4.91587218861172,4.48177707493042,4.98924645915414,0.343876165811375,3.02871062541915,0.419862717549342
08/23/1974,4.77580474914583,4.30440522714638,4.8348931992188,0.404160530727429,2.98264572316626,0.412618582880572
08/30/1974,4.62705403913072,4.17468141992205,4.67055439677677,0.463931658816882,2.9299635900984,0.406180822626707
09/06/1974,4.47308795875234,4.08872583623906,4.50045974050444,0.523028164586345,2.87077732884037,0.400288979265115
09/13/1974,4.31611342878914,4.02924737757571,4.32763085989766,0.580783199624578,2.80529984363575,0.394623206035865
09/20/1974,4.15642043822958,3.96765994652958,4.15299757224888,0.636105006068457,2.73397222215335,0.388806609146837
09/27/1974,3.98957739409332,3.86449172196694,3.97269523245998,0.687550164816108,2.6573705902022,0.382423748318517
10/04/1974,3.81576029893966,3.69527445563884,3.78722420682378,0.733513352528859,2.57614428365216,0.37504268221203
10/11/1974,3.63456274354845,3.45077346806639,3.59616333768619,0.772164398228326,2.49117894215146,0.366171756081376
10/18/1974,3.45396086664198,3.15504239463206,3.40734751995657,0.80213795824012,2.40305975036943,0.355397454679674
10/25/1974,3.28220708483507,2.84719387949517,3.22869635596018,0.822228437657542,2.31246410243489,0.342329674476249
11/01/1974,3.12648441588518,2.57165895887939,3.06727516967927,0.831730611391572,2.21978726666047,0.326636214885724
11/08/1974,2.99380030720633,2.36737610279888,2.92976308839558,0.83025005203318,2.12534948235385,0.308065987108345
11/15/1974,2.88620846327923,2.25103613476787,2.8183734509632,0.818066416450475,2.0292446753646,0.286453224496658
11/22/1974,2.79970677656546,2.2143356473531,2.72933942446536,0.795207342565437,1.93148858859028,0.261718347716604
11/29/1974,2.7300988353849,2.23834054658014,2.65876581255713,0.761932602620513,1.83205735870206,0.233874639672118
12/06/1974,2.66820094687878,2.29112687138005,2.59782359679927,0.718437775566708,1.73090052602406,0.203021380003244
12/13/1974,2.60468533500443,2.34115340009737,2.53752181212644,0.664869277097689,1.62788587542895,0.169341654568855
12/20/1974,2.53261726349326,2.36357674054412,2.47111142211198,0.601213062819155,1.52308700656606,0.133098048396779
12/27/1974,2.44345512003948,2.33313391187827,2.39013368258641,0.527467989281228,1.41659434260757,0.094613087983574
01/03/1975,2.33420058667592,2.23867369770647,2.29137062551114,0.44377796495313,1.30864214537574,0.0542261411410143
01/10/1975,2.20348891909897,2.07569862315278,2.17315121121936,0.350265524116532,1.19947024524503,0.0123529337853048
01/17/1975,2.05557470325589,1.85572422281824,2.03927005137458,0.247439813702851,1.0894698976818,-0.0306481712481541
01/24/1975,1.89645872486039,1.60068192121108,1.89536337340766,0.136033988113808,0.978920480568373,-0.0744374905055204
01/31/1975,1.73209169309824,1.33734690359903,1.74732762257392,0.0171012158059029,0.868083365814988,-0.118713023111864
02/07/1975,1.56846480990746,1.09034980341486,1.60078269644356,-0.107899208981208,0.757182107681868,-0.163219264531191
02/14/1975,1.41215152519415,0.879712414125342,1.46287636545395,-0.23749044851246,0.646367025763538,-0.207745875549179
02/21/1975,1.26509714839128,0.709507231853774,1.33546535536242,-0.369920191580609,0.535945100647784,-0.252118523338238
02/28/1975,1.12846063977359,0.575454736810482,1.21983917955864,-0.503388342286652,0.426090992642253,-0.296193075039671
03/07/1975,1.00282358809074,0.470779931217998,1.11619635509418,-0.635992249184714,0.317145969484401,-0.339847319894677
03/14/1975,0.886949973817153,0.386781850321809,1.02277825778611,-0.765929749936705,0.209454180587597,-0.382970243231914
03/21/1975,0.779414719799401,0.317214221033149,0.937299118197622,-0.891490045164188,0.103442178935552,-0.425457120976023
03/28/1975,0.67743003948154,0.256022809741047,0.855892566399246,-1.01115845855155,-0.000362717392619986,-0.467201697760303
04/04/1975,0.578496165772883,0.197896593362149,0.77502458097937,-1.12364151649935,-0.101422197092787,-0.508106452084226
04/11/1975,0.481580123163947,0.135854798405599,0.692577024838856,-1.2280872379553,-0.199147512488091,-0.548050704358599
04/18/1975,0.386243701359982,0.0635004747065805,0.607522811584252,-1.32387968922552,-0.292996231197436,-0.586960543132861
04/25/1975,0.292337948034198,-0.0245820880591216,0.519551744673288,-1.41081189501993,-0.382460924484366,-0.624767247682041
05/02/1975,0.202449581009789,-0.124847765579716,0.431512285559612,-1.48881881312483,-0.46711870194258,-0.661426929040118
05/09/1975,0.118312896667252,-0.231142887961975,0.345800159000894,-1.55836981682221,-0.546564295514135,-0.696916325542062
05/16/1975,0.0422083271096378,-0.331590423460962,0.265996408703504,-1.6198564642532,-0.620551930809471,-0.731227564750165
05/23/1975,-0.02454694046168,-0.417148797832473,0.194478017992974,-1.67401471391595,-0.688825595644755,-0.764360600706179
05/30/1975,-0.0788080146246929,-0.47744286076497,0.135539572362867,-1.72169689436561,-0.751245488824122,-0.796317931754402
06/06/1975,-0.120117729492826,-0.510705977819212,0.0905051195242125,-1.76379558770596,-0.807713001522734,-0.827097453579098
06/13/1975,-0.148679453730023,-0.520694656240503,0.0598207495127603,-1.80125075999978,-0.858260310953676,-0.856685820686581
06/20/1975,-0.166028452447607,-0.515414809396531,0.0423067565512242,-1.83498642677933,-0.903018137367732,-0.885054711030102
06/27/1975,-0.17392893040527,-0.502705510533358,0.0359804321759443,-1.86568717227803,-0.942152679163363,-0.912158858831601
07/04/1975,-0.17481611611587,-0.490259414776405,0.0379989622193057,-1.89380997365983,-0.975958384330592,-0.937940655831344
07/11/1975,-0.171410212604401,-0.484894195998187,0.0449571886289577,-1.91972561157809,-1.00491668255074,-0.962319014246412
07/18/1975,-0.165774301621959,-0.489397653763431,0.0541761233090624,-1.94342400361893,-1.02954659462996,-0.985234394885579
07/25/1975,-0.158065460500151,-0.502347677164884,0.064797569559024,-1.96465439774644,-1.05042890023848,-1.00662575411105
08/01/1975,-0.148244169586344,-0.52083578781676,0.0763510595782378,-1.98281452664678,-1.06823728236467,-1.02645068574475
08/08/1975,-0.135345362264176,-0.540128095544924,0.089501884906262,-1.99751386800875,-1.08365000001786,-1.04469085233395
08/15/1975,-0.119152727537059,-0.554838875776977,0.104385727783995,-2.00772760613583,-1.09742801091514,-1.06135429720685
