specification,analysis_group,sample_type,lag_criterion,caused,causing,caused_variables,causing_variables,direction,test_scope,test,statistic,p_value,df,significant_10pct,significant_5pct,significant_1pct,lag_order,nobs,error,fdr_family,fdr_family_size,fdr_q_value,fdr_reject_10pct
lag_robustness_hqic_btc_eth_funding_rate_avg,lag_robustness,common_business_day,hqic,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,3.28432133864579,0.010657181845404812,"(4, 10206)",True,True,False,4,1487,,,,,False
lag_robustness_hqic_btc_eth_funding_rate_avg,lag_robustness,common_business_day,hqic,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.9716556632136024,0.4216171866977011,"(4, 10206)",False,False,False,4,1487,,,,,False
lag_robustness_hqic_btc_eth_funding_rate_avg,lag_robustness,common_business_day,hqic,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,5.6860185091196325,0.0001439576232868823,"(4, 10206)",True,True,True,4,1487,,,,,False
lag_robustness_hqic_btc_eth_funding_rate_avg,lag_robustness,common_business_day,hqic,btc_eth_funding_rate_avg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_funding_rate_avg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,7.603039136103595,3.456349486888856e-10,"(8, 10206)",True,True,True,4,1487,,,,,False
primary_bic_tradingVol_btc+eth_daily_log_chg,primary,common_business_day,bic,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.0720872002422503,0.30049860711043674,"(1, 10374)",False,False,False,1,1490,,primary_forward_12_tests,12.0,0.5890260661764118,False
primary_bic_tradingVol_btc+eth_daily_log_chg,primary,common_business_day,bic,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.8460314775989204,0.174275204125136,"(1, 10374)",False,False,False,1,1490,,primary_forward_12_tests,12.0,0.522825612375408,False
primary_bic_tradingVol_btc+eth_daily_log_chg,primary,common_business_day,bic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.30309457746205337,0.5819607255094051,"(1, 10374)",False,False,False,1,1490,,primary_reverse_12_tests,12.0,0.6348662460102602,False
primary_bic_tradingVol_btc+eth_daily_log_chg,primary,common_business_day,bic,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,7.312369762754664,0.006859324110314594,"(1, 10374)",True,True,True,1,1490,,primary_reverse_12_tests,12.0,0.027437296441258377,True
primary_bic_tradingVol_btc+eth_daily_log_chg,primary,common_business_day,bic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,5.87412652369498,0.0028206077753611595,"(2, 10374)",True,True,True,1,1490,,,,,False
lag_robustness_aic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,aic,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.7206915839870418,0.07007706728283229,"(10, 9870)",True,False,False,10,1481,,,,,False
lag_robustness_aic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,aic,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.9426724441905712,0.03529181427298354,"(10, 9870)",True,True,False,10,1481,,,,,False
lag_robustness_aic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,aic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.7741884042297936,0.654022955205116,"(10, 9870)",False,False,False,10,1481,,,,,False
lag_robustness_aic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,aic,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,1.1083455490057799,0.35118639865265194,"(10, 9870)",False,False,False,10,1481,,,,,False
lag_robustness_aic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,aic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,0.9493666721576564,0.5227112028146597,"(20, 9870)",False,False,False,10,1481,,,,,False
lag_robustness_hqic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,hqic,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.095450894966274,0.36225913755127426,"(6, 10094)",False,False,False,6,1485,,,,,False
lag_robustness_hqic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,hqic,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,2.068450966978376,0.05350962106160556,"(6, 10094)",True,False,False,6,1485,,,,,False
lag_robustness_hqic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,hqic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.40388434794357025,0.8769295850105834,"(6, 10094)",False,False,False,6,1485,,,,,False
lag_robustness_hqic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,hqic,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.8184486368981885,0.5553463035664483,"(6, 10094)",False,False,False,6,1485,,,,,False
lag_robustness_hqic_tradingVol_btc+eth_daily_log_chg,lag_robustness,common_business_day,hqic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,1.0614075685354982,0.38858027969592074,"(12, 10094)",False,False,False,6,1485,,,,,False
coverage_max_bic_stablecoin_supply_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.313875945948621,0.2517205299496386,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_supply_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,2.7436634553046146,0.0976709308867327,"(1, 10374)",True,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_supply_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,10.00127337845589,0.001568828508249969,"(1, 10374)",True,True,True,1,1490,,,,,False
coverage_max_bic_stablecoin_supply_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,3.3291171099315715,0.06809214905690224,"(1, 10374)",True,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_supply_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_supply_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,5.264123188848125,0.005187757281591759,"(2, 10374)",True,True,True,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_netflow_scaled,coverage_robustness,predictor_specific_maximum,bic,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.17116725067002003,0.6790850642284565,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_netflow_scaled,coverage_robustness,predictor_specific_maximum,bic,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.020773764053935093,0.8853997737314401,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_netflow_scaled,coverage_robustness,predictor_specific_maximum,bic,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.46792269252773283,0.4939596619882848,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_netflow_scaled,coverage_robustness,predictor_specific_maximum,bic,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,2.510896851096761,0.11309205220621828,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_netflow_scaled,coverage_robustness,predictor_specific_maximum,bic,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,1.500977054882578,0.2229606622049515,"(2, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_reserve_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.12884186967549274,0.7196431678363497,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_reserve_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.06481113889190906,0.7990523075496341,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_reserve_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.20434805290222213,0.6512433299511777,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_reserve_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,2.0211850284262374,0.15514810596393788,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_stablecoin_exchange_reserve_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,1.3860494340793577,0.25010754346381503,"(2, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_btc_eth_open_interest_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.6195603457015498,0.4312286927499527,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_btc_eth_open_interest_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.8970405938148576,0.3435985386029069,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_btc_eth_open_interest_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.497171984909113,0.48076120040747283,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_btc_eth_open_interest_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,10.322685791888766,0.0013180636493516072,"(1, 10374)",True,True,True,1,1490,,,,,False
coverage_max_bic_btc_eth_open_interest_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,8.015274819482237,0.0003324276414076676,"(2, 10374)",True,True,True,1,1490,,,,,False
coverage_max_bic_btc_eth_funding_rate_avg,coverage_robustness,predictor_specific_maximum,bic,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,4.426225665734061,0.035414693651065504,"(1, 10374)",True,True,False,1,1490,,,,,False
coverage_max_bic_btc_eth_funding_rate_avg,coverage_robustness,predictor_specific_maximum,bic,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,4.219423334057664,0.03998874242729663,"(1, 10374)",True,True,False,1,1490,,,,,False
coverage_max_bic_btc_eth_funding_rate_avg,coverage_robustness,predictor_specific_maximum,bic,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,3.7575911405263196,0.05259535113110469,"(1, 10374)",True,False,False,1,1490,,,,,False
coverage_max_bic_btc_eth_funding_rate_avg,coverage_robustness,predictor_specific_maximum,bic,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.36112844129888544,0.5478933242982514,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_btc_eth_funding_rate_avg,coverage_robustness,predictor_specific_maximum,bic,btc_eth_funding_rate_avg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_funding_rate_avg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,6.296387685664641,0.0018500007200704719,"(2, 10374)",True,True,True,1,1490,,,,,False
coverage_max_bic_tradingVol_btc+eth_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.0720872002422503,0.30049860711043674,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_tradingVol_btc+eth_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.8460314775989204,0.174275204125136,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_tradingVol_btc+eth_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.30309457746205337,0.5819607255094051,"(1, 10374)",False,False,False,1,1490,,,,,False
coverage_max_bic_tradingVol_btc+eth_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,7.312369762754664,0.006859324110314594,"(1, 10374)",True,True,True,1,1490,,,,,False
coverage_max_bic_tradingVol_btc+eth_daily_log_chg,coverage_robustness,predictor_specific_maximum,bic,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,5.87412652369498,0.0028206077753611595,"(2, 10374)",True,True,True,1,1490,,,,,False
broader_risk_bic_stablecoin_supply_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,2.264325346789281,0.13240757857601973,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_supply_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,4.250207532045517,0.039264905209454734,"(1, 13311)",True,True,False,1,1489,,,,,False
broader_risk_bic_stablecoin_supply_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,stablecoin_supply_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,6.518563772990658,0.010686471017900543,"(1, 13311)",True,True,False,1,1489,,,,,False
broader_risk_bic_stablecoin_supply_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,stablecoin_supply_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,3.4732705291587105,0.06238988696430925,"(1, 13311)",True,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_supply_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_supply_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_supply_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,3.271814029190841,0.03796805661811548,"(2, 13311)",True,True,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_netflow_scaled,broader_risk_robustness,broader_risk_common_business_day,bic,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.14242806513491535,0.7058850365414712,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_netflow_scaled,broader_risk_robustness,broader_risk_common_business_day,bic,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,crypto_to_risk,individual,granger_causality_f_test,0.05215707480777397,0.8193549394294486,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_netflow_scaled,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.2184098829967988,0.6402618378895726,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_netflow_scaled,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,2.1546184241283823,0.14216537945979163,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_netflow_scaled,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_exchange_netflow_scaled,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_exchange_netflow_scaled,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,1.3485979440542666,0.259639452913833,"(2, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.09533251664100112,0.7575092029785258,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.1226381816377629,0.7261961388574657,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,0.04866662243856554,0.8254032913491951,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,1.730826938125786,0.18832798320276542,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,stablecoin_exchange_reserve_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,stablecoin_exchange_reserve_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,1.3000064093299084,0.27256464546647446,"(2, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,0.03293981062117085,0.8559831709121466,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,3.9025693784442077,0.04823294336250412,"(1, 13311)",True,True,False,1,1489,,,,,False
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,1.7179169407050927,0.1899840143250352,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,12.575080315340308,0.00039226721782992816,"(1, 13311)",True,True,True,1,1489,,,,,False
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,btc_eth_open_interest_daily_log_chg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_open_interest_daily_log_chg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,7.4626827535617,0.0005765191518368741,"(2, 13311)",True,True,True,1,1489,,,,,False
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,4.435265089444179,0.035222427805124475,"(1, 13311)",True,True,False,1,1489,,,,,False
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,crypto_to_risk,individual,granger_causality_f_test,4.204939162496203,0.040325958751438906,"(1, 13311)",True,True,False,1,1489,,,,,False
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,btc_eth_funding_rate_avg,hy_spread_daily_chg,btc_eth_funding_rate_avg,hy_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,1.4814615449805015,0.2235675683219679,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,btc_eth_funding_rate_avg,ig_spread_daily_chg,btc_eth_funding_rate_avg,ig_spread_daily_chg,risk_to_crypto,individual,granger_causality_f_test,1.34746264495353,0.24574300796819182,"(1, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,btc_eth_funding_rate_avg,hy_spread_daily_chg + ig_spread_daily_chg,btc_eth_funding_rate_avg,"hy_spread_daily_chg, ig_spread_daily_chg",risk_to_crypto,joint_risk_group,granger_causality_f_test,0.8415070183441232,0.43108334846457874,"(2, 13311)",False,False,False,1,1489,,,,,False
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,hy_spread_daily_chg,tradingVol_btc+eth_daily_log_chg,crypto_to_risk,individual,granger_causality_f_test,1.1190761087002192,0.29013667560853695,"(1, 13311)",False,False,False,1,1489,,,,,False
