specification,analysis_group,sample_type,lag_criterion,candidate_lag,aic,bic,hqic,fpe,nobs,df_resid,fit_error,selected_by_aic,selected_by_bic,selected_by_hqic,selected_by_fpe,selected_for_model,selection_criterion,maximum_lag_considered,common_selection_sample
broader_risk_bic_stablecoin_exchange_netflow_scaled,broader_risk_robustness,broader_risk_common_business_day,bic,9,-71.64048973784591,-68.99775294280029,-70.65531300370324,7.715687616931364e-32,1480,1398,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_netflow_scaled,broader_risk_robustness,broader_risk_common_business_day,bic,10,-71.64987367591894,-68.7170804033683,-70.5565677880289,7.646493698057234e-32,1480,1389,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,1,-69.26052400478152,-68.93823902977596,-69.14038050061778,8.327936687454381e-31,1480,1470,,False,True,True,False,True,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,2,-69.29998245029849,-68.68764099778792,-69.07170979238738,8.005814807610494e-31,1480,1461,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,3,-69.3143332347167,-68.41193530470112,-68.97793142305824,7.891966049053978e-31,1480,1452,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,4,-69.41872428163255,-68.22626987411196,-68.97419331622672,7.11003656355105e-31,1480,1443,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,5,-69.43737910314756,-67.95486821812197,-68.88471898399436,6.979233076927214e-31,1480,1434,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,6,-69.50173886918911,-67.72917150665852,-68.84094959628854,6.545037969045566e-31,1480,1425,,True,False,False,True,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,7,-69.49450321758435,-67.43187937754874,-68.72558479093641,6.593737888320041e-31,1480,1416,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,8,-69.47983099975556,-67.12715068221495,-68.60278341936026,6.692770671042773e-31,1480,1407,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,9,-69.48884881626262,-66.846112021217,-68.50367208211995,6.634686635847338e-31,1480,1398,,False,False,False,False,False,bic,10,True
broader_risk_bic_stablecoin_exchange_reserve_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,10,-69.49555310499494,-66.5627598324443,-68.4022472171049,6.592829905721863e-31,1480,1389,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,1,-68.4180947652083,-68.09580979020274,-68.29795126104456,1.9337475878162568e-30,1480,1470,,False,True,True,False,True,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,2,-68.4757878167924,-67.86344636428184,-68.2475151588813,1.8253608054581384e-30,1480,1461,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,3,-68.50788562405361,-67.60548769403803,-68.17148381239515,1.7677504461332015e-30,1480,1452,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,4,-68.59393205139031,-67.40147764386973,-68.14940108598448,1.6220885115645996e-30,1480,1443,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,5,-68.61092147176711,-67.12841058674152,-68.05826135261391,1.5949008555233372e-30,1480,1434,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,6,-68.6978500574534,-66.9252826949228,-68.03706078455282,1.4623005566688805e-30,1480,1425,,True,False,False,True,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,7,-68.68405045721501,-66.6214266171794,-67.91513203056707,1.4828828447384762e-30,1480,1416,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,8,-68.67487743657888,-66.32219711903826,-67.79782985618358,1.4969001598304323e-30,1480,1407,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,9,-68.69120331040803,-66.0484665153624,-67.70602657626536,1.4731041640621061e-30,1480,1398,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_open_interest_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,10,-68.69110502653466,-65.75831175398402,-67.59779913864462,1.4738023089905559e-30,1480,1389,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,1,-70.55244293614699,-70.23015796114143,-70.43229943198325,2.288042840981154e-31,1480,1470,,False,True,False,False,True,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,2,-70.71155468445374,-70.09921323194318,-70.48328202654264,1.9514952906637106e-31,1480,1461,,False,False,True,False,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,3,-70.73739564300111,-69.83499771298553,-70.40099383134265,1.9017659044529685e-31,1480,1452,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,4,-70.88516163333908,-69.6927072258185,-70.44063066793325,1.6406131347975234e-31,1480,1443,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,5,-70.94325685552353,-69.46074597049794,-70.39059673637033,1.5481509510258049e-31,1480,1434,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,6,-71.01440006409774,-69.24183270156715,-70.35361079119717,1.4420215822913148e-31,1480,1425,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,7,-71.02006061432253,-68.95743677428692,-70.25114218767459,1.434136602056291e-31,1480,1416,,True,False,False,True,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,8,-71.00323367240688,-68.65055335486626,-70.12618609201158,1.458816173698761e-31,1480,1407,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,9,-71.01635311905895,-68.37361632401333,-70.03117638491628,1.4402362100779868e-31,1480,1398,,False,False,False,False,False,bic,10,True
broader_risk_bic_btc_eth_funding_rate_avg,broader_risk_robustness,broader_risk_common_business_day,bic,10,-71.01351324580264,-68.080719973252,-69.9202073579126,1.4448746057445612e-31,1480,1389,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,1,-64.09286776686886,-63.770582791863305,-63.97272426270513,1.4615780202760717e-28,1480,1470,,False,True,True,False,True,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,2,-64.16131149468593,-63.54897004217537,-63.933038836774834,1.364903602458115e-28,1480,1461,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,3,-64.20635026839757,-63.303952338382,-63.8699484567391,1.3048302733016546e-28,1480,1452,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,4,-64.30684550943387,-63.114391101913284,-63.86231454402804,1.180137408490509e-28,1480,1443,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,5,-64.37674172037423,-62.89423083534864,-63.824081601221025,1.100562200013405e-28,1480,1434,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,6,-64.4463767820789,-62.6738094195483,-63.78558750917833,1.0266632790675284e-28,1480,1425,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,7,-64.43913801144383,-62.37651417140822,-63.670219584795895,1.0343056385938294e-28,1480,1416,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,8,-64.4289243290092,-62.07624401146859,-63.5518767486139,1.0451697697314856e-28,1480,1407,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,9,-64.4488619066766,-61.80612511163097,-63.46368517253393,1.0248467285756633e-28,1480,1398,,False,False,False,False,False,bic,10,True
broader_risk_bic_tradingVol_btc+eth_daily_log_chg,broader_risk_robustness,broader_risk_common_business_day,bic,10,-64.46308657344055,-61.530293300889916,-63.36978068555051,1.0107513176233842e-28,1480,1389,,True,False,False,True,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,1,-65.62177012312883,-65.36408339616915,-65.52571122199487,3.168311419193091e-29,1481,1472,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,2,-65.88823464495663,-65.40149304958834,-65.7067900539258,2.4272067702148634e-29,1481,1464,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,3,-65.98680490789731,-65.27100844412043,-65.71997462696964,2.1994084706380198e-29,1481,1456,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,4,-66.14785673697885,-65.20300540479337,-65.79564076615434,1.872304416722278e-29,1481,1448,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,5,-66.22759189541271,-65.05368569481863,-65.78999023469133,1.7289062989348747e-29,1481,1440,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,6,-67.67155751810081,-66.26859644909813,-67.14857016748257,4.08037363215899e-30,1481,1432,,False,True,False,False,True,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,7,-67.76168762141621,-66.12967168400492,-67.15331458090112,3.729109622703333e-30,1481,1424,,False,False,True,False,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,8,-67.78494806256167,-65.92387725674178,-67.09118933214972,3.643905850600693e-30,1481,1416,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,9,-67.7857495233979,-65.69562384916941,-67.0066051030891,3.6416719634198495e-30,1481,1408,,True,False,False,True,False,bic,10,True
nfci_bic_stablecoin_supply_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,10,-67.77620204127163,-65.45702149863453,-66.91167193106598,3.677469443763806e-30,1481,1400,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,1,-64.99280508247303,-64.73511835551335,-64.89674618133907,5.942701400902932e-29,1481,1472,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,2,-65.16821879844822,-64.68147720307994,-64.9867742074174,4.986613217611263e-29,1481,1464,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,3,-65.22733244646767,-64.51153598269079,-64.96050216554,4.7004625024787535e-29,1481,1456,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,4,-65.31036306768313,-64.36551173549765,-64.95814709685861,4.3260879154667846e-29,1481,1448,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,5,-65.4201187839803,-64.24621258338621,-64.98251712325892,3.876614118849901e-29,1481,1440,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,6,-66.853037487558,-65.45007641855531,-66.33005013693976,9.250786651146754e-30,1481,1432,,False,True,False,False,True,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,7,-66.94886882359518,-65.31685288618388,-66.34049578308009,8.406357761498416e-30,1481,1424,,False,False,True,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,8,-66.94991429242457,-65.08884348660467,-66.25615556201262,8.398809019242744e-30,1481,1416,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,9,-66.94590252623186,-64.85577685200337,-66.16675810592307,8.434158127513382e-30,1481,1408,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_netflow_scaled,nfci_robustness,nfci_common_business_day,bic,10,-66.95201354859104,-64.63283300595394,-66.08748343838539,8.384739749525263e-30,1481,1400,,True,False,False,True,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,1,-62.838279648626106,-62.58059292166642,-62.74222074749214,5.12486484076245e-28,1481,1472,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,2,-63.01618426337781,-62.52944266800954,-62.834739672347,4.289655417718037e-28,1481,1464,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,3,-63.074687390281774,-62.3588909265049,-62.8078571093541,4.045968170662326e-28,1481,1456,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,4,-63.22340386648257,-62.27855253429709,-62.871187895658046,3.486986018601877e-28,1481,1448,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,5,-63.27150189373978,-62.09759569314569,-62.8339002330184,3.3234184942249187e-28,1481,1440,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,6,-64.70586151390795,-63.30290044490526,-64.18287416328971,7.919273500876295e-29,1481,1432,,False,True,False,False,True,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,7,-64.80421588588852,-63.17219994847723,-64.19584284537343,7.178253731845896e-29,1481,1424,,False,False,True,False,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,8,-64.80463983895955,-62.94356903313965,-64.1108811085476,7.176266579631245e-29,1481,1416,,True,False,False,True,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,9,-64.79924132805172,-62.70911565382323,-64.02009690774292,7.216470688982861e-29,1481,1408,,False,False,False,False,False,bic,10,True
nfci_bic_stablecoin_exchange_reserve_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,10,-64.8021560901547,-62.4829755475176,-63.93762597994904,7.197154377927702e-29,1481,1400,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,1,-61.992550560631486,-61.73486383367181,-61.89649165949752,1.1939273260260016e-27,1481,1472,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,2,-62.20723907193817,-61.72049747656989,-62.02579448090736,9.632584780100766e-28,1481,1464,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,3,-62.253846636159565,-61.53805017238268,-61.987016355231894,9.194096800341375e-28,1481,1456,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,4,-62.39435558366393,-61.449504251478444,-62.04213961283941,7.989163340180603e-28,1481,1448,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,5,-62.44005372831526,-61.266147527721174,-62.00245206759388,7.632703331881319e-28,1481,1440,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,6,-63.8879894064887,-62.485028337486014,-63.36500205587047,1.7942488858226468e-28,1481,1432,,False,True,True,False,True,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,7,-63.965560896463025,-62.333544959051736,-63.357187855947934,1.6605120805816984e-28,1481,1424,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,8,-63.97280640700781,-62.11173560118792,-63.279047676595866,1.6487667954942965e-28,1481,1416,,True,False,False,True,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,9,-63.97151646817874,-61.881390793950246,-63.192372047869945,1.6512057457310096e-28,1481,1408,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_open_interest_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,10,-63.96780098983862,-61.64862044720152,-63.103270879632966,1.6577408304585439e-28,1481,1400,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,1,-64.15367565138973,-63.89598892443006,-64.05761675025578,1.3753498696127519e-28,1481,1472,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,2,-64.43140614100031,-63.94466454563202,-64.24996154996948,1.0418359880942873e-28,1481,1464,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,3,-64.51429186746986,-63.79849540369298,-64.2474615865422,9.589813943910888e-29,1481,1456,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,4,-64.67713997541955,-63.73228864323407,-64.32492400459503,8.148930911657478e-29,1481,1448,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,5,-64.75048802768433,-63.57658182709024,-64.31288636696294,7.573027179833838e-29,1481,1440,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,6,-66.17032631473043,-64.76736524572775,-65.6473389641122,1.8309494750151176e-29,1481,1432,,False,True,False,False,True,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,7,-66.26997420774339,-64.63795827033209,-65.6616011672283,1.6574790753739192e-29,1481,1424,,False,False,True,False,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,8,-66.27584988943346,-64.41477908361357,-65.58209115902152,1.6480111914137546e-29,1481,1416,,True,False,False,True,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,9,-66.27107019011711,-64.18094451588863,-65.49192576980832,1.656218757345921e-29,1481,1408,,False,False,False,False,False,bic,10,True
nfci_bic_btc_eth_funding_rate_avg,nfci_robustness,nfci_common_business_day,bic,10,-66.2696947686349,-63.95051422599781,-65.40516465842926,1.658887246452018e-29,1481,1400,,False,False,False,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,1,-57.66923825616315,-57.411551529203464,-57.57317935502918,9.006759568692123e-26,1481,1472,,False,False,False,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,2,-57.870988471017874,-57.384246875649595,-57.68954387998706,7.361266626129756e-26,1481,1464,,False,False,False,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,3,-57.95626223064324,-57.240465766866365,-57.68943194971557,6.759681986286731e-26,1481,1456,,False,False,False,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,4,-58.08477409490255,-57.13992276271706,-57.732558124078025,5.944683815003417e-26,1481,1448,,False,False,False,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,5,-58.18302368070575,-57.00911748011167,-57.74542201998437,5.3886880301999e-26,1481,1440,,False,False,False,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,6,-59.61840506785885,-58.21544399885617,-59.09541771724062,1.2827428527403487e-26,1481,1432,,False,True,False,False,True,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,7,-59.711759004280296,-58.079743066869014,-59.103385963765206,1.1685430813718299e-26,1481,1424,,False,False,True,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,8,-59.71955210707034,-57.85848130125045,-59.0257933766584,1.1596424510499801e-26,1481,1416,,False,False,False,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,9,-59.72542891488687,-57.635303240658374,-58.94628449457807,1.1530644568611358e-26,1481,1408,,False,False,False,False,False,bic,10,True
nfci_bic_tradingVol_btc+eth_daily_log_chg,nfci_robustness,nfci_common_business_day,bic,10,-59.73070736886426,-57.41152682622716,-58.8661772586586,1.1472630679719245e-26,1481,1400,,True,False,False,True,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,1,-77.72607914653112,-77.40397073783151,-77.60600552011367,1.75385436870483e-34,1481,1471,,False,True,True,False,True,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,2,-77.82248565650674,-77.21047967997751,-77.59434576631358,1.5926832550756323e-34,1481,1462,,False,False,False,False,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,3,-77.85987018219518,-76.95796663783631,-77.5236640282263,1.5342835592444893e-34,1481,1453,,False,False,False,False,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,4,-77.950036104439,-76.7582349922505,-77.50576368669442,1.4020713131728008e-34,1481,1444,,False,False,False,False,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,5,-78.0074102413688,-76.52571156135065,-77.45507155984852,1.3240070894896988e-34,1481,1435,,False,False,False,False,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,6,-78.08815288467498,-76.3165566368272,-77.427747939379,1.2214611913022835e-34,1481,1426,,False,False,False,False,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,7,-78.08613074148936,-76.02463692581195,-77.31765953241768,1.224150537789721e-34,1481,1417,,False,False,False,False,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,8,-78.09594606638278,-75.74455468287573,-77.21940859353538,1.212478595935115e-34,1481,1408,,False,False,False,False,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,9,-78.10427588230395,-75.46298693096728,-77.11967214568085,1.202782446942294e-34,1481,1399,,False,False,False,False,False,bic,10,True
family_bic_stablecoin_liquidity,family_robustness,common_business_day,bic,10,-78.14316171497863,-75.2119751958123,-77.05049171457982,1.1573426005972155e-34,1481,1390,,True,False,False,True,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,1,-61.89869519653145,-61.64100846957177,-61.802636295397484,1.3114108091223772e-27,1481,1472,,False,True,False,False,True,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,2,-62.05267665085039,-61.565935055482115,-61.871232059819576,1.1242643684209604e-27,1481,1464,,False,False,True,False,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,3,-62.09016374280297,-61.37436727902609,-61.8233334618753,1.0829181914452132e-27,1481,1456,,False,False,False,False,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,4,-62.20502182442709,-61.26017049224161,-61.85280585360257,9.654458217949698e-28,1481,1448,,False,False,False,False,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,5,-62.23793311141833,-61.06402691082424,-61.800331450696945,9.342395552033408e-28,1481,1440,,False,False,False,False,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,6,-62.32135581967076,-60.91839475066807,-61.79836846905253,8.595338944834478e-28,1481,1432,,True,False,False,True,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,7,-62.306716009453176,-60.67470007204189,-61.698342968938086,8.723067242677707e-28,1481,1424,,False,False,False,False,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,8,-62.30176749097224,-60.440696685152346,-61.608008760560296,8.767629977446587e-28,1481,1416,,False,False,False,False,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,9,-62.31192756519567,-60.22180189096717,-61.53278314488687,8.68063496817822e-28,1481,1408,,False,False,False,False,False,bic,10,True
family_bic_crypto_derivatives,family_robustness,common_business_day,bic,10,-62.30585406081066,-59.98667351817356,-61.441323950605,8.735565307101743e-28,1481,1400,,False,False,False,False,False,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,1,-95.55052877121261,-94.99220752946665,-95.34240115208904,3.1837207038834556e-42,1481,1468,,False,True,False,False,True,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,2,-95.76044640249657,-94.68675170683125,-95.36020098110507,2.5809717897295268e-42,1481,1456,,False,False,True,False,False,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,3,-95.83501543567168,-94.245947286087,-95.24265221201225,2.3957186866451763e-42,1481,1444,,False,False,False,False,False,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,4,-95.92588125106033,-93.8214396475563,-95.14140022513298,2.1879884116128306e-42,1481,1432,,False,False,False,False,False,bic,10,True
