specification,analysis_group,sample_type,lag_criterion,candidate_lag,aic,bic,hqic,fpe,nobs,df_resid,fit_error,selected_by_aic,selected_by_bic,selected_by_hqic,selected_by_fpe,selected_for_model,selection_criterion,maximum_lag_considered,common_selection_sample
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,5,-96.00708682792171,-93.38727177049833,-95.03048799972643,2.0178783764237005e-42,1481,1420,,False,False,False,False,False,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,6,-96.07496823642761,-92.93977972508486,-94.9062516059644,1.8862017103261976e-42,1481,1408,,True,False,False,True,False,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,7,-96.07188410315199,-92.4213221378899,-94.71104967042088,1.893080224425658e-42,1481,1396,,False,False,False,False,False,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,8,-96.04977071555531,-91.88383529637386,-94.49681848055627,1.9368379137313017e-42,1481,1384,,False,False,False,False,False,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,9,-96.04195182690613,-91.36064295380534,-94.29688178963917,1.9538892050714288e-42,1481,1372,,False,False,False,False,False,bic,10,True
full_var_bic_all_crypto,full_var_appendix,common_business_day,bic,10,-96.06887738699277,-90.87219505997261,-94.13168954745788,1.904228678520489e-42,1481,1360,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,1,-55.43315654592705,-55.15454605688509,-55.327177031580305,8.427273525365138e-25,983,975,,False,True,False,False,True,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,2,-55.58782472516286,-55.065430058209195,-55.38911313576273,7.219741748504053e-25,983,968,,False,False,True,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,3,-55.64437919474613,-54.87820034988075,-55.3529355302926,6.823008198239038e-25,983,961,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,4,-55.75224892154255,-54.74228589876547,-55.36807318203564,6.125732180307267e-25,983,954,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,5,-55.80921879565888,-54.555471594970086,-55.332310981098566,5.787138379718574e-25,983,947,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,6,-55.89665484463305,-54.39912346603255,-55.327014955019344,5.303481791769636e-25,983,940,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,7,-55.86557147583101,-54.1242559193188,-55.20319951116391,5.472146367178502e-25,983,933,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,8,-55.88425928693947,-53.89915955251554,-55.12915524721897,5.372426829333827e-25,983,926,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,9,-55.91514350042023,-53.686259588084596,-55.06730738564634,5.211016914572706e-25,983,919,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_supply_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,10,-55.91986187171157,-53.44719378146422,-54.97929368188428,5.188939766256934e-25,983,912,,True,False,False,True,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,1,-54.72506815620253,-54.44645766716057,-54.61908864185579,1.7108265070613627e-24,983,975,,False,True,True,False,True,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,2,-54.78288605391785,-54.26049138696418,-54.584174464517716,1.6147380762137524e-24,983,968,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,3,-54.777039279688275,-54.010860434822895,-54.48559561523474,1.6242647980847884e-24,983,961,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,4,-54.86868479918533,-53.85872177640825,-54.484509059678416,1.4821256662087826e-24,983,954,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,5,-54.889915166151596,-53.6361679654628,-54.41300735159128,1.4511501820424895e-24,983,947,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,6,-54.955731555468226,-53.45820017686772,-54.38609166585452,1.358935595405863e-24,983,940,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,7,-54.92150296033264,-53.180187403820426,-54.25913099566554,1.4065703294404193e-24,983,933,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,8,-54.91079340353738,-52.92569366911346,-54.15568936381688,1.4221367873180327e-24,983,926,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,9,-54.94176361710862,-52.71287970477299,-54.09392750233473,1.3792912939908065e-24,983,919,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_netflow_scaled,split_sample_screen,common_business_day_2020_2023,bic,10,-54.96372284923533,-52.491054758987985,-54.02315465940804,1.3499712849719559e-24,983,912,,True,False,False,True,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,1,-52.58116959391986,-52.3025591048779,-52.47519007957312,1.4597863078126824e-23,983,975,,False,True,True,False,True,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,2,-52.6402273193375,-52.11783265238383,-52.441515729937365,1.3760903561982935e-23,983,968,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,3,-52.63341469188182,-51.86723584701644,-52.341971027428286,1.385546679593652e-23,983,961,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,4,-52.72557698041146,-51.71561395763438,-52.341401240904545,1.2636445478984873e-23,983,954,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,5,-52.74852482049249,-51.4947776198037,-52.27161700593218,1.2351120857481421e-23,983,947,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,6,-52.81661957479586,-51.31908819619535,-52.246979685182154,1.1539936097112592e-23,983,940,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,7,-52.7845656660253,-51.04325010951309,-52.1221937013582,1.1918497978258087e-23,983,933,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,8,-52.77418684490598,-50.78908711048205,-52.01908280518548,1.2046414683193279e-23,983,926,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,9,-52.80422680123133,-50.5753428888957,-51.95639068645744,1.1694359459195676e-23,983,919,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_stablecoin_exchange_reserve_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,10,-52.823254199382035,-50.35058610913469,-51.882686009554746,1.1479375284523322e-23,983,912,,True,False,False,True,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,1,-51.95608159118455,-51.67747110214259,-51.85010207683781,2.7274798834150497e-23,983,975,,False,True,True,False,True,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,2,-52.04494134832751,-51.522546681373846,-51.84622975892738,2.495607968345029e-23,983,968,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,3,-52.062995295404434,-51.296816450539055,-51.7715516309509,2.4510442855570122e-23,983,961,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,4,-52.13243436866631,-51.12247134588923,-51.748258629159395,2.2867752921947154e-23,983,954,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,5,-52.14276068803926,-50.88901348735047,-51.66585287347895,2.2635307118559173e-23,983,947,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,6,-52.23868826754327,-50.74115688894277,-51.66904837792956,2.0568176080146126e-23,983,940,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,7,-52.20214540302456,-50.46082984651235,-51.53977343835746,2.1338477707550614e-23,983,933,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,8,-52.189552506214106,-50.20445277179018,-51.434448466493606,2.1615300441329556e-23,983,926,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,9,-52.22925254952042,-50.000368637184785,-51.38141643474653,2.0781868083206414e-23,983,919,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_open_interest_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,10,-52.24549463780253,-49.772826547555184,-51.30492644797524,2.0456722012925862e-23,983,912,,True,False,False,True,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,1,-53.9246173791828,-53.64600689014084,-53.818637864836056,3.8092311399160096e-24,983,975,,False,True,False,False,True,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,2,-54.1210087925683,-53.59861412561463,-53.92229720316816,3.1300532680709737e-24,983,968,,False,False,True,False,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,3,-54.119600852550484,-53.353422007685104,-53.82815718809695,3.1345753444481057e-24,983,961,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,4,-54.25964506609615,-53.24968204331907,-53.87546932658923,2.725132501620203e-24,983,954,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,5,-54.30502085385507,-53.05127365316628,-53.828113039294756,2.6045262146350588e-24,983,947,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,6,-54.38026180534973,-52.882730426749234,-53.81062191573603,2.4161406465235548e-24,983,940,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,7,-54.36283277503642,-52.62151721852421,-53.70046081036932,2.4591715775882927e-24,983,933,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,8,-54.34902121088198,-52.36392147645805,-53.59391717116148,2.494111897729435e-24,983,926,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,9,-54.3798605615346,-52.15097664919897,-53.53202444676071,2.4192869978018294e-24,983,919,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_btc_eth_funding_rate_avg,split_sample_screen,common_business_day_2020_2023,bic,10,-54.385653706963275,-51.91298561671593,-53.445085517135986,2.406449594806737e-24,983,912,,True,False,False,True,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,1,-47.987525226824594,-47.708914737782635,-47.88154571247785,1.4430576660461977e-21,983,975,,False,True,True,False,True,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,2,-48.069254361828705,-47.54685969487504,-47.87054277242857,1.3298274204016649e-21,983,968,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,3,-48.07744462578187,-47.31126578091649,-47.78600096132834,1.3190274125932795e-21,983,961,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,4,-48.15433788289373,-47.14437486011665,-47.77016214338681,1.22148698362547e-21,983,954,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,5,-48.22011533176894,-46.966368131080145,-47.743207517208624,1.1438514422908924e-21,983,947,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,6,-48.28834542557244,-46.79081404697193,-47.71870553595873,1.0685820618321455e-21,983,940,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,7,-48.26644861238803,-46.52513305587582,-47.60407664772093,1.0924833633504999e-21,983,933,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,8,-48.254553426852105,-46.26945369242818,-47.499449387131605,1.1058842244179966e-21,983,926,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,9,-48.28624700185439,-46.05736308951876,-47.4384108870805,1.0717910723385593e-21,983,919,,False,False,False,False,False,bic,10,True
split_2020_2023_bic_tradingVol_btc+eth_daily_log_chg,split_sample_screen,common_business_day_2020_2023,bic,10,-48.29903503005573,-45.82636693980838,-47.35846684022844,1.0586726029593761e-21,983,912,,True,False,False,True,False,bic,10,True
