snapped_at,price,market_cap,total_volume
2023-07-26 00:00:00 UTC,1.0022247250714942,0.0,5669934.027736035
2023-07-27 00:00:00 UTC,1.0022247250714942,0.0,5669934.027736035
2023-07-28 00:00:00 UTC,1.0010490274484216,0.0,415488.6194872662
2023-07-29 00:00:00 UTC,1.0006421728105102,0.0,1355633.1802275062
2023-07-30 00:00:00 UTC,1.0006823008051708,0.0,626769.0632812427
2023-07-31 00:00:00 UTC,1.0009243756706108,0.0,69641.86473730658
2023-08-01 00:00:00 UTC,0.9993630457113327,0.0,3817011.617060979
2023-08-02 00:00:00 UTC,1.0009192188470408,0.0,205276098.73688033
2023-08-03 00:00:00 UTC,1.0000048629229235,0.0,71138954.90940216
2023-08-04 00:00:00 UTC,0.9995998363305044,0.0,23826694.657852218
2023-08-05 00:00:00 UTC,1.0001285325632323,260672059.5113774,29007757.94027791
2023-08-06 00:00:00 UTC,1.0000551234060775,260507292.30017948,22829628.84709493
2023-08-07 00:00:00 UTC,0.9990469341692902,260288507.77175534,23433191.588192474
2023-08-08 00:00:00 UTC,0.9997670192855839,260588344.81215805,20264570.658663135
2023-08-09 00:00:00 UTC,1.000161909709925,260511553.83238024,23659745.884976894
2023-08-10 00:00:00 UTC,0.9991259797872915,260442333.46164212,19174188.323669896
2023-08-11 00:00:00 UTC,0.9997034338622429,260507916.272688,20037714.024749063
2023-08-12 00:00:00 UTC,0.9996647336201729,260530244.25292173,14608633.007041376
2023-08-13 00:00:00 UTC,0.9994912270506192,260430916.8801661,9155713.870569004
2023-08-14 00:00:00 UTC,0.9984092058264166,260161244.87725258,12959702.229509188
2023-08-15 00:00:00 UTC,0.999247399882163,260333484.61910498,23323358.800039437
2023-08-16 00:00:00 UTC,0.998966160900861,260291139.9283258,40213445.757977456
2023-08-17 00:00:00 UTC,0.9976717061861673,260133828.8403847,53670812.683398105
2023-08-18 00:00:00 UTC,0.9988443916200325,258029688.13262284,100949574.38415787
2023-08-19 00:00:00 UTC,1.0003547072103618,260611819.7672044,36663076.34107209
2023-08-20 00:00:00 UTC,1.0001812215369514,260623830.70647568,16211257.73173868
2023-08-21 00:00:00 UTC,1.0007340312479611,260400236.23273396,13616129.67255773
2023-08-22 00:00:00 UTC,1.0004560733307424,260678303.29232177,15713004.08853454
2023-08-23 00:00:00 UTC,0.999923216619737,260485142.03927913,16744943.5329005
2023-08-24 00:00:00 UTC,0.9999137277654336,260375370.67073068,30444280.776982803
2023-08-25 00:00:00 UTC,1.0017211751846935,324511460.46077114,99596630.48539205
2023-08-26 00:00:00 UTC,1.0006295435760126,324196356.2558929,77162620.50913954
2023-08-27 00:00:00 UTC,0.9996447694590529,323878689.4913728,10508710.332729498
2023-08-28 00:00:00 UTC,0.999533601944724,323813485.1322226,12122712.068760224
2023-08-29 00:00:00 UTC,0.9989592780138453,324643261.24534965,36868531.56375109
2023-08-30 00:00:00 UTC,1.0006896692588585,324879149.39532155,176408249.6343092
2023-08-31 00:00:00 UTC,0.9991212043068838,324958988.99620605,80148018.57422365
2023-09-01 00:00:00 UTC,0.9981209649011328,362475324.1553002,132071960.20232402
2023-09-02 00:00:00 UTC,1.0007266717777927,382762891.64948785,85504561.03936836
2023-09-03 00:00:00 UTC,0.9986549516587191,382374700.0340522,32214193.48535498
2023-09-04 00:00:00 UTC,0.9998010599409075,382516081.47202635,31444061.607883703
2023-09-05 00:00:00 UTC,0.9978963313344488,382029712.41900194,39726553.78890801
2023-09-06 00:00:00 UTC,0.9990868453842418,382394747.4757514,49913258.552436076
2023-09-07 00:00:00 UTC,0.9988635800791894,394019022.9428898,61519619.79432722
2023-09-08 00:00:00 UTC,0.9991655035924432,393304860.6308754,126432648.80825083
2023-09-09 00:00:00 UTC,0.9991676199417482,393519021.4884036,168222713.82586774
2023-09-10 00:00:00 UTC,0.999262033714529,393663106.490509,80044035.14388546
2023-09-11 00:00:00 UTC,0.9991476985535521,393833427.2647431,137324249.41266966
2023-09-12 00:00:00 UTC,0.9983087097511255,393018143.75702083,355493491.19739777
2023-09-13 00:00:00 UTC,1.0000149873093707,393983546.5704031,512272861.700527
2023-09-14 00:00:00 UTC,0.9999726175324016,394020657.8326519,435245645.8867451
2023-09-15 00:00:00 UTC,0.9983354969285205,393294182.57680386,471099505.08378065
2023-09-16 00:00:00 UTC,0.9973857675126642,392965383.95581114,412526042.82438797
2023-09-17 00:00:00 UTC,0.9998700681180224,393981256.84353817,192429609.5970217
2023-09-18 00:00:00 UTC,0.9993115863041828,394185089.4571676,156910409.22665367
2023-09-19 00:00:00 UTC,1.0000252503814049,393109220.2357356,658417476.5355734
2023-09-20 00:00:00 UTC,1.0003253151821851,393756250.2385115,689089887.793447
2023-09-21 00:00:00 UTC,0.9985780439618233,394058020.78581566,716652880.9518143
2023-09-22 00:00:00 UTC,0.9987856962921972,393427369.41760224,647172969.7665149
2023-09-23 00:00:00 UTC,0.9992036561818314,393914327.3014712,532067223.74193794
2023-09-24 00:00:00 UTC,0.9998659221620377,393845749.8215534,213440439.7914842
2023-09-25 00:00:00 UTC,0.9995078587479967,391273194.4032668,380239317.3197925
2023-09-26 00:00:00 UTC,0.9999611813273362,391777724.1913367,840015850.9604856
2023-09-27 00:00:00 UTC,1.0001476366604636,386670635.5170337,588104313.0408461
2023-09-28 00:00:00 UTC,0.9992909532544879,387154230.5545712,966011503.8014647
2023-09-29 00:00:00 UTC,0.9988809998802219,386165402.8552579,1207624552.3768969
2023-09-30 00:00:00 UTC,0.9996235624983253,406568353.92777276,933949191.8761829
2023-10-01 00:00:00 UTC,0.9986599441023437,406202697.4499835,341149751.38525224
2023-10-02 00:00:00 UTC,0.9991943793073513,405800284.5516572,671695565.6508644
2023-10-03 00:00:00 UTC,0.9995514842569618,406375954.3638837,1510503356.4881957
2023-10-04 00:00:00 UTC,0.9989000035337424,406458550.94776356,1337364868.004357
2023-10-05 00:00:00 UTC,0.9997713626836586,406618097.8311801,1377757386.4269588
2023-10-06 00:00:00 UTC,1.000236998785769,406024182.68183345,1444697854.8016677
2023-10-07 00:00:00 UTC,1.0013071144864636,410201181.19211113,1712925643.4560087
2023-10-08 00:00:00 UTC,1.0000715569015841,409741339.641866,1058134326.2280653
2023-10-09 00:00:00 UTC,1.0004328229628519,409581835.3057633,1217513606.737071
2023-10-10 00:00:00 UTC,1.0007098273015254,410040003.74174786,1715257530.2481554
2023-10-11 00:00:00 UTC,0.9982218265939031,406366557.5974797,1838124409.3728228
2023-10-12 00:00:00 UTC,1.0008535712609214,463061108.83126265,1868903591.5511146
2023-10-13 00:00:00 UTC,0.9993535069560865,467398112.8447326,1419665190.92808
2023-10-14 00:00:00 UTC,1.0005333127217617,467940734.20304054,1551315207.927238
2023-10-15 00:00:00 UTC,1.00067024519621,467952472.0475942,645885319.4312683
2023-10-16 00:00:00 UTC,1.0008330621178052,468469262.24637,963545906.690013
2023-10-17 00:00:00 UTC,1.002231812234072,467814136.17241895,2488380634.880629
2023-10-18 00:00:00 UTC,1.000179826404113,467846304.7369173,1650166236.423611
2023-10-19 00:00:00 UTC,0.9999208196254699,473291756.0412213,1399889279.9169745
2023-10-20 00:00:00 UTC,1.001587168158742,480166770.46881235,1768561813.998844
2023-10-21 00:00:00 UTC,1.0001484651618178,479836567.4062793,2162591351.297078
2023-10-22 00:00:00 UTC,1.000205857675499,479798067.25948507,1381993181.864915
2023-10-23 00:00:00 UTC,1.0014731054283688,481763540.0449997,1231424311.5461278
2023-10-24 00:00:00 UTC,1.0037481265088568,472007706.9707929,3055244979.853483
2023-10-25 00:00:00 UTC,1.0011439571739376,477379573.39299273,3871331521.5724773
2023-10-26 00:00:00 UTC,0.9990907226553872,469629189.0440127,2945404581.101258
2023-10-27 00:00:00 UTC,0.9973825678918352,467502532.004616,1994472338.0427613
2023-10-28 00:00:00 UTC,1.002044203716132,469926042.75163573,1848255355.1553156
2023-10-29 00:00:00 UTC,1.0010549586377298,469246153.5984542,1121662522.6655948
2023-10-30 00:00:00 UTC,1.0010919365609015,468922417.0780435,1082171423.1269658
2023-10-31 00:00:00 UTC,1.0022629824084874,468693056.0758554,1810811608.571634
2023-11-01 00:00:00 UTC,1.0022132648698219,563386963.6437896,1889565479.420798
